,wrapperType,kind,artistId,collectionId,trackId,artistName,collectionName,trackName,collectionCensoredName,trackCensoredName,artistViewUrl,collectionViewUrl,trackViewUrl,previewUrl,artworkUrl30,artworkUrl60,artworkUrl100,collectionPrice,trackPrice,releaseDate,collectionExplicitness,trackExplicitness,discCount,discNumber,trackCount,trackNumber,trackTimeMillis,country,currency,primaryGenreName,isStreamable,collectionArtistName,collectionArtistId,contentAdvisoryRating,collectionArtistViewUrl
50,track,song,577354628,909764414.0,909764419,Fifth Harmony,Reflection,Worth It,Reflection,Worth It (feat. Kid Ink),https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/worth-it-feat-kid-ink/909764414?i=909764419&uo=4,https://music.apple.com/us/album/worth-it-feat-kid-ink/909764414?i=909764419&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/Music5/v4/5f/d9/1b/5fd91b7d-7c21-ce8a-61be-ccf930a10b32/mzaf_6379908685702276403.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music1/v4/c2/80/77/c280777b-20aa-ced7-226e-369de62dd976/source/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music1/v4/c2/80/77/c280777b-20aa-ced7-226e-369de62dd976/source/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music1/v4/c2/80/77/c280777b-20aa-ced7-226e-369de62dd976/source/100x100bb.jpg,9.99,1.29,2015-01-30T08:00:00Z,notExplicit,notExplicit,1.0,1.0,11.0,4.0,224573,USA,USD,Pop,False,,,,
51,track,song,577354628,1268845546.0,1268845898,Fifth Harmony,Fifth Harmony,Angel,Fifth Harmony,Angel,https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/angel/1268845546?i=1268845898&uo=4,https://music.apple.com/us/album/angel/1268845546?i=1268845898&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/ed/0b/78/ed0b7839-a489-037a-8ce9-52919e31e968/mzaf_7046947482952116747.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/100x100bb.jpg,9.99,1.29,2017-08-25T12:00:00Z,explicit,explicit,1.0,1.0,10.0,8.0,189440,USA,USD,Pop,True,,,Explicit,
52,track,song,935727853,1321216767.0,1321217035,Camila Cabello,Camila,Real Friends,Camila,Real Friends,https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/real-friends/1321216767?i=1321217035&uo=4,https://music.apple.com/us/album/real-friends/1321216767?i=1321217035&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/4e/93/f5/4e93f5fd-8ad2-35e8-4334-7378fe854353/mzaf_18196332800090752894.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/100x100bb.jpg,9.99,1.29,2017-12-07T08:00:00Z,notExplicit,notExplicit,1.0,1.0,10.0,7.0,214383,USA,USD,Pop,True,,,,
53,track,song,935727853,1321216767.0,1321217039,Camila Cabello,Camila,Never Be the Same,Camila,Never Be the Same (Radio Edit),https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/never-be-the-same-radio-edit/1321216767?i=1321217039&uo=4,https://music.apple.com/us/album/never-be-the-same-radio-edit/1321216767?i=1321217039&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/d3/82/e2/d382e21f-978a-bdd8-16c3-a168820e5b9e/mzaf_11141159026776679091.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/100x100bb.jpg,9.99,1.29,2017-12-07T08:00:00Z,notExplicit,notExplicit,1.0,1.0,10.0,11.0,227262,USA,USD,Pop,True,,,,
54,track,song,935727853,1311953214.0,1311953215,Camila Cabello & Daddy Yankee,Havana (Remix) - Single,Havana,Havana (Remix) - Single,Havana (Remix),https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/havana-remix/1311953214?i=1311953215&uo=4,https://music.apple.com/us/album/havana-remix/1311953214?i=1311953215&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/8a/16/e1/8a16e182-e2da-8425-9678-a7f18d634cd2/mzaf_13596823498297596735.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/ac/bd/b0/acbdb069-9d61-b424-352d-bfc623e50e65/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/ac/bd/b0/acbdb069-9d61-b424-352d-bfc623e50e65/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/ac/bd/b0/acbdb069-9d61-b424-352d-bfc623e50e65/source/100x100bb.jpg,1.29,1.29,2017-11-12T12:00:00Z,notExplicit,notExplicit,1.0,1.0,1.0,1.0,198989,USA,USD,Latino,True,,,,
55,track,song,577354628,1087454720.0,1087454868,Fifth Harmony,7/27,Work from Home (feat. Ty Dolla $ign),7/27,Work from Home (feat. Ty Dolla $ign),https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/work-from-home-feat-ty-dolla-%24ign/1087454720?i=1087454868&uo=4,https://music.apple.com/us/album/work-from-home-feat-ty-dolla-%24ign/1087454720?i=1087454868&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview30/v4/00/55/03/005503af-60ab-7520-1a38-0a71056325b4/mzaf_4838074351081271746.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music60/v4/d5/87/52/d58752f6-f35c-f7e9-14d7-907424e6274a/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music60/v4/d5/87/52/d58752f6-f35c-f7e9-14d7-907424e6274a/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music60/v4/d5/87/52/d58752f6-f35c-f7e9-14d7-907424e6274a/source/100x100bb.jpg,10.99,1.29,2016-02-26T12:00:00Z,explicit,notExplicit,1.0,1.0,10.0,2.0,214478,USA,USD,Pop,False,,,,
56,track,song,935727853,1321216767.0,1321217031,Camila Cabello,Camila,She Loves Control,Camila,She Loves Control,https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/she-loves-control/1321216767?i=1321217031&uo=4,https://music.apple.com/us/album/she-loves-control/1321216767?i=1321217031&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/d4/fc/d5/d4fcd54b-c5b5-97c9-345b-1e21409f362b/mzaf_16580714712428560754.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/100x100bb.jpg,9.99,1.29,2018-01-12T12:00:00Z,notExplicit,notExplicit,1.0,1.0,10.0,3.0,177161,USA,USD,Pop,True,,,,
57,track,song,890403665,1440843842.0,1440844273,Shawn Mendes & Camila Cabello,Handwritten (Revisited),I Know What You Did Last Summer,Handwritten (Revisited),I Know What You Did Last Summer,https://music.apple.com/us/artist/shawn-mendes/890403665?uo=4,https://music.apple.com/us/album/i-know-what-you-did-last-summer/1440843842?i=1440844273&uo=4,https://music.apple.com/us/album/i-know-what-you-did-last-summer/1440843842?i=1440844273&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/09/02/7a/09027a13-b031-c0b2-d1ca-994014b04311/mzaf_2791777900362975355.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/5d/67/49/5d674904-1140-8e52-460c-5c37e16b70bb/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/5d/67/49/5d674904-1140-8e52-460c-5c37e16b70bb/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/5d/67/49/5d674904-1140-8e52-460c-5c37e16b70bb/source/100x100bb.jpg,11.99,1.29,2015-04-14T12:00:00Z,notExplicit,notExplicit,1.0,1.0,16.0,13.0,223829,USA,USD,Pop,True,Shawn Mendes,,,
58,track,song,577354628,1268845546.0,1268845896,Fifth Harmony,Fifth Harmony,Don't Say You Love Me,Fifth Harmony,Don't Say You Love Me,https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/dont-say-you-love-me/1268845546?i=1268845896&uo=4,https://music.apple.com/us/album/dont-say-you-love-me/1268845546?i=1268845896&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/a8/bb/92/a8bb9243-5fe5-3674-054b-f5dee3ac39ed/mzaf_2339795327100684543.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/100x100bb.jpg,9.99,1.29,2017-08-25T12:00:00Z,explicit,notExplicit,1.0,1.0,10.0,7.0,193067,USA,USD,Pop,True,,,,
59,track,song,465954501,1440878567.0,1440878576,Machine Gun Kelly & Camila Cabello,"NOW That's What I Call Music, Vol. 62",Bad Things,"NOW That's What I Call Music, Vol. 62",Bad Things,https://music.apple.com/us/artist/machine-gun-kelly/465954501?uo=4,https://music.apple.com/us/album/bad-things/1440878567?i=1440878576&uo=4,https://music.apple.com/us/album/bad-things/1440878567?i=1440878576&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/5f/e5/87/5fe5878e-83f3-2d28-1b1d-d57df0042060/mzaf_5940032083486392327.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/3c/9c/08/3c9c08bf-e3bc-6320-e217-1a6496c1975b/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/3c/9c/08/3c9c08bf-e3bc-6320-e217-1a6496c1975b/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/3c/9c/08/3c9c08bf-e3bc-6320-e217-1a6496c1975b/source/100x100bb.jpg,7.99,-1.0,2016-10-14T12:00:00Z,cleaned,notExplicit,1.0,1.0,22.0,1.0,237773,USA,USD,Hip-Hop/Rap,True,Various Artists,36270.0,,
60,track,song,935727853,1321216767.0,1321217036,Camila Cabello,Camila,Something's Gotta Give,Camila,Something's Gotta Give,https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/somethings-gotta-give/1321216767?i=1321217036&uo=4,https://music.apple.com/us/album/somethings-gotta-give/1321216767?i=1321217036&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/9f/0c/a0/9f0ca090-87c2-79ed-7725-1cfb4e1bbf31/mzaf_7427351560924304203.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/100x100bb.jpg,9.99,1.29,2018-01-12T12:00:00Z,notExplicit,notExplicit,1.0,1.0,10.0,8.0,236361,USA,USD,Pop,True,,,,
61,track,song,935727853,1321216767.0,1321217037,Camila Cabello,Camila,In the Dark,Camila,In the Dark,https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/in-the-dark/1321216767?i=1321217037&uo=4,https://music.apple.com/us/album/in-the-dark/1321216767?i=1321217037&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/dd/bf/10/ddbf1077-272e-3331-9447-e598c95acf38/mzaf_14208102084257346489.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/100x100bb.jpg,9.99,1.29,2018-01-12T12:00:00Z,notExplicit,notExplicit,1.0,1.0,10.0,9.0,219824,USA,USD,Pop,True,,,,
62,track,song,935727853,1321216767.0,1321217033,Camila Cabello,Camila,Inside Out,Camila,Inside Out,https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/inside-out/1321216767?i=1321217033&uo=4,https://music.apple.com/us/album/inside-out/1321216767?i=1321217033&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/bf/bc/b2/bfbcb239-bc81-769d-c02e-a826ef1a4905/mzaf_2612571721200543586.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/100x100bb.jpg,9.99,1.29,2018-01-12T12:00:00Z,notExplicit,notExplicit,1.0,1.0,10.0,5.0,182564,USA,USD,Pop,True,,,,
63,track,song,935727853,1321216767.0,1321217030,Camila Cabello,Camila,All These Years,Camila,All These Years,https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/all-these-years/1321216767?i=1321217030&uo=4,https://music.apple.com/us/album/all-these-years/1321216767?i=1321217030&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/6a/90/d7/6a90d7c4-2ae1-0e03-5c41-f7efbce7416e/mzaf_16876880152160542243.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/100x100bb.jpg,9.99,1.29,2018-01-12T12:00:00Z,notExplicit,notExplicit,1.0,1.0,10.0,2.0,164364,USA,USD,Pop,True,,,,
64,track,song,935727853,1321216767.0,1321217038,Camila Cabello,Camila,Into It,Camila,Into It,https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/into-it/1321216767?i=1321217038&uo=4,https://music.apple.com/us/album/into-it/1321216767?i=1321217038&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/77/c2/3f/77c23f5e-2ec3-8426-29c6-da1c8e0e9178/mzaf_2916823511036779292.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/30x30bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/3d/8a/3e/3d8a3e3e-60bf-778e-0db0-51e54f65adfc/source/100x100bb.jpg,9.99,1.29,2018-01-12T12:00:00Z,notExplicit,notExplicit,1.0,1.0,10.0,10.0,175652,USA,USD,Pop,True,,,,
65,track,song,577354628,1268845546.0,1268845891,Fifth Harmony,Fifth Harmony,Deliver,Fifth Harmony,Deliver,https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/deliver/1268845546?i=1268845891&uo=4,https://music.apple.com/us/album/deliver/1268845546?i=1268845891&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/7d/99/ad/7d99ad2b-6cdf-7e55-2684-19052331f32e/mzaf_7806513426097854537.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/100x100bb.jpg,9.99,1.29,2017-08-25T12:00:00Z,explicit,notExplicit,1.0,1.0,10.0,5.0,206520,USA,USD,Pop,True,,,,
66,track,song,577354628,1268845546.0,1268845900,Fifth Harmony,Fifth Harmony,Bridges,Fifth Harmony,Bridges,https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/bridges/1268845546?i=1268845900&uo=4,https://music.apple.com/us/album/bridges/1268845546?i=1268845900&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/1d/ba/e8/1dbae8b6-6bf7-8f79-5b08-403931375fa0/mzaf_889727941448474839.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/100x100bb.jpg,9.99,1.29,2017-08-25T12:00:00Z,explicit,notExplicit,1.0,1.0,10.0,10.0,243267,USA,USD,Pop,True,,,,
67,track,song,577354628,1268845546.0,1268845890,Fifth Harmony,Fifth Harmony,Make You Mad,Fifth Harmony,Make You Mad,https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/make-you-mad/1268845546?i=1268845890&uo=4,https://music.apple.com/us/album/make-you-mad/1268845546?i=1268845890&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/10/4d/4c/104d4c99-666c-8a16-0642-c1f82dbd0bb2/mzaf_7868322774038402039.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/100x100bb.jpg,9.99,1.29,2017-08-25T12:00:00Z,explicit,notExplicit,1.0,1.0,10.0,4.0,174507,USA,USD,Pop,True,,,,
68,track,song,577354628,1268845546.0,1268845889,Fifth Harmony,Fifth Harmony,Sauced Up,Fifth Harmony,Sauced Up,https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/sauced-up/1268845546?i=1268845889&uo=4,https://music.apple.com/us/album/sauced-up/1268845546?i=1268845889&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/cf/3c/33/cf3c33da-91c7-4dd2-f353-05cb524cb9f4/mzaf_3930996704234405460.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/100x100bb.jpg,9.99,1.29,2017-08-25T12:00:00Z,explicit,notExplicit,1.0,1.0,10.0,3.0,197787,USA,USD,Pop,True,,,,
69,track,song,577354628,1268845546.0,1268845892,Fifth Harmony,Fifth Harmony,Lonely Night,Fifth Harmony,Lonely Night,https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/lonely-night/1268845546?i=1268845892&uo=4,https://music.apple.com/us/album/lonely-night/1268845546?i=1268845892&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/df/8c/81/df8c812b-82bd-2e53-d63a-415eebadcd66/mzaf_7207845317986729667.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/100x100bb.jpg,9.99,1.29,2017-08-25T12:00:00Z,explicit,explicit,1.0,1.0,10.0,6.0,205307,USA,USD,Pop,True,,,Explicit,
70,track,song,577354628,1268845546.0,1268845899,Fifth Harmony,Fifth Harmony,Messy,Fifth Harmony,Messy,https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,https://music.apple.com/us/album/messy/1268845546?i=1268845899&uo=4,https://music.apple.com/us/album/messy/1268845546?i=1268845899&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview118/v4/12/68/b6/1268b65c-1412-2db6-18d7-ef6ecf1ba969/mzaf_5270671814155648830.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/5d/1f/ea/5d1feab8-af03-a87c-51b4-d1ebb2fa11a0/source/100x100bb.jpg,9.99,1.29,2017-08-25T12:00:00Z,explicit,notExplicit,1.0,1.0,10.0,9.0,194227,USA,USD,Pop,True,,,,
71,track,song,935727853,1266734596.0,1266734600,Camila Cabello,OMG (feat. Quavo) - Single,OMG (feat. Quavo),OMG (feat. Quavo) - Single,OMG (feat. Quavo),https://music.apple.com/us/artist/camila-cabello/935727853?uo=4,https://music.apple.com/us/album/omg-feat-quavo/1266734596?i=1266734600&uo=4,https://music.apple.com/us/album/omg-feat-quavo/1266734596?i=1266734600&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/12/50/05/12500547-c5bb-cfdd-391f-5932efd089de/mzaf_3268133845200804289.plus.aac.p.m4a,https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/bf/eb/59/bfeb5914-d81b-d44f-3b91-128922662335/source/30x30bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/bf/eb/59/bfeb5914-d81b-d44f-3b91-128922662335/source/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/bf/eb/59/bfeb5914-d81b-d44f-3b91-128922662335/source/100x100bb.jpg,1.29,1.29,2017-08-05T12:00:00Z,notExplicit,notExplicit,1.0,1.0,1.0,1.0,228893,USA,USD,Pop,True,,,,
72,track,song,890403665,1440849566.0,1440849850,Shawn Mendes & Camila Cabello,Handwritten (Deluxe),I Know What You Did Last Summer,Handwritten (Deluxe),I Know What You Did Last Summer,https://music.apple.com/us/artist/shawn-mendes/890403665?uo=4,https://music.apple.com/us/album/i-know-what-you-did-last-summer/1440849566?i=1440849850&uo=4,https://music.apple.com/us/album/i-know-what-you-did-last-summer/1440849566?i=1440849850&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview128/v4/40/c3/c5/40c3c5bc-15c2-dfba-e218-1427b08ec74d/mzaf_6245653479111609934.plus.aac.p.m4a,https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/38/08/b8/3808b82b-8b5a-9537-3203-e7c30b346c57/source/30x30bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/38/08/b8/3808b82b-8b5a-9537-3203-e7c30b346c57/source/60x60bb.jpg,https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/38/08/b8/3808b82b-8b5a-9537-3203-e7c30b346c57/source/100x100bb.jpg,11.99,1.29,2015-04-14T12:00:00Z,notExplicit,notExplicit,1.0,1.0,17.0,17.0,223829,USA,USD,Pop,True,Shawn Mendes,,,
73,track,music-video,577354628,,1088108602,Fifth Harmony,,Work from Home (feat. Ty Dolla $ign),,Work from Home (feat. Ty Dolla $ign),https://music.apple.com/us/artist/fifth-harmony/577354628?uo=4,,https://music.apple.com/us/music-video/work-from-home-feat-ty-dolla-%24ign/1088108602?uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video113/v4/00/b8/7b/00b87bab-490b-6285-5711-6e6bf22360c6/mzvf_2361783640565059176.640x446.h264lc.U.p.m4v,https://is4-ssl.mzstatic.com/image/thumb/Video128/v4/6d/62/93/6d629360-e4a9-ad52-08ac-9d7d125f0079/source/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Video128/v4/6d/62/93/6d629360-e4a9-ad52-08ac-9d7d125f0079/source/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Video128/v4/6d/62/93/6d629360-e4a9-ad52-08ac-9d7d125f0079/source/100x100bb.jpg,1.99,1.99,2016-02-26T08:00:00Z,notExplicit,notExplicit,,,,,219945,USA,USD,Pop,,,,,
